session_id,response_id,expense_category,expense,age_suggested,age_selected,age_changed,gender_suggested,gender_selected,gender_changed,race_suggested,race_selected,race_changed,profession_suggested,profession_selected,profession_changed,profession_option_1,profession_option_2,profession_option_3,profession_option_4,task_submit_time
3EG49X351UC1YSXMESDJ9Y2H6I8X6I,6f54a238-3324-4379-953f-56d99ffab6c0,environmental protections,parks construction and maintenance,25,25,0,male,male,0,latino,latino,0,nurse,lawyer,1,business executive,lawyer,police officer,nurse,33:02.0
3EG49X351UC1YSXMESDJ9Y2H6I8X6I,fd4e1830-c21e-476f-9690-7661187a4f29,public assistance,school meals,45,45,0,female,female,0,latino,latino,0,nurse,nurse,0,nurse,insurance salesperson,university professor,state governor,34:19.8
304SM51WA34Z8NSIG9O4L67H4DVBS4,a54ea77c-91af-46c6-ab95-6db85fc8871c,debt,national debt,25,45,1,male,male,0,black,black,0,university professor,university professor,0,university professor,doctor,advertising practitioner,police officer,32:57.0
3NJM2BJS4W6L504W2SG51L8O0HYPCQ,c15d74b1-4533-4b4c-9dc1-bb57c0810578,defense,local police department,45,45,0,female,male,1,black,black,0,state governor,state governor,0,nurse,lawyer,state governor,business executive,39:06.9
388U7OUMF71MNLPV34RABF62S32R0Q,ee032740-3f38-406b-b1f5-3462e381ef16,debt,national debt,25,25,0,male,male,0,black,white,1,advertising practitioner,advertising practitioner,0,advertising practitioner,union leader,pharmacist,clergy,52:53.2
3E7TUJ2EGCMAI5U3LZFJZ1QRGPR9D2,6ef84809-e6a7-4c03-b3f0-faa4d3763a15,environmental protections,"water quality protection in lakes, rivers, and streams",45,45,0,male,female,1,latino,black,1,state governor,state governor,0,lawyer,state governor,stockbroker,nurse,43:33.0
3KGTPGBS6XLLZNKQMLQTZEM1UX2U2L,18ab72e5-ec0a-4384-ad78-a3bce654555a,education,school computers,25,75,1,female,male,1,latino,asian,1,state governor,state governor,0,state governor,journalist,pharmacist,business executive,40:38.7
3YT88D1N08YWH9BXW70WC1IVZR23KL,34878a27-a9ab-42ea-8c50-781b0fff8175,debt,national debt,25,45,1,female,male,1,latino,black,1,university professor,university professor,0,business executive,university professor,police officer,pharmacist,18:54.0
3U84XHCDICDCO0TNWM8P9LYEGVPZ4R,c8a64ee5-39cc-4320-bb8e-65e6dd87cbe0,defense,defense intelligence,25,45,1,female,male,1,white,white,0,stockbroker,union leader,1,union leader,nurse,clergy,stockbroker,28:23.5
33CUSNVVNNCYN5F2ZZYPDDHFJ8J887,41cc5c9f-c1bf-41da-b711-6b00b0b678b6,health services,public employees health insurance,75,45,1,female,female,0,latino,latino,0,congress member,congress member,0,pharmacist,business executive,congress member,clergy,11:48.9
3TPZPLC3M0CXS08D9Z548I4UV6L3PB,3be5d989-eaf0-4ea5-9a6f-9816499fafa3,defense,U.S. Customs and Border Protection (CBP),25,45,1,male,male,0,white,white,0,clergy,congress member,1,clergy,congress member,engineer,stockbroker,59:50.5
3OF2M9AATGOX22IQHEV5G2NADEJKZ0,fc8c2da1-aa44-4ece-90e4-91f25c6b18c1,scientific and medical research,climate change research,45,45,0,male,male,0,latino,black,1,pharmacist,pharmacist,0,business executive,state governor,pharmacist,clergy,45:00.9
3OB0CAO74HP6VM7DF7QPP3YGGBTYHI,76ef0942-928f-4476-a2cd-496fdc1430ed,debt,national debt,75,45,1,male,female,1,latino,latino,0,engineer,lawyer,1,insurance salesperson,engineer,state governor,lawyer,11:52.9
3OB0CAO74HP6VM7DF7QPP3YGGBTYHI,4909deb0-aad7-446e-b00a-8ae7b36c5092,education,school special education supplies,75,45,1,female,female,0,asian,asian,0,police officer,police officer,0,clergy,engineer,stockbroker,police officer,11:34.7
30OG32W0SUB0ZDCXI498NK3WKSWNEY,f6e3182e-9b4e-4a42-bb1a-ad0896ad10bc,education,school tuition support,75,75,0,male,male,0,latino,latino,0,pharmacist,pharmacist,0,clergy,business executive,union leader,pharmacist,29:35.8
30OG32W0SUB0ZDCXI498NK3WKSWNEY,c16723c3-362a-492e-941a-a65575ab621a,environmental protections,parks construction and maintenance,45,45,0,female,female,0,asian,asian,0,engineer,engineer,0,engineer,state governor,advertising practitioner,lawyer,27:55.4
3F6HPJW4JD0YRR9VHL5UH27YG54W2Y,5a5dfaa7-0443-43a3-9a76-9eb71268bda7,environmental protections,wind turbine farms,75,75,0,male,male,0,white,latino,1,lawyer,union leader,1,pharmacist,advertising practitioner,lawyer,union leader,58:38.3
32RIADZISS4FNO791UEHDS1BVYBS43,b58ee4b5-0492-4577-907a-142126229cea,environmental protections,natutal disaster risk reduction,25,25,0,male,male,0,white,white,0,nurse,nurse,0,state governor,nurse,lawyer,business executive,41:41.4
3EFVCAY5L39N7MBLQ3VG23QT0OUJ8U,04960b6d-2571-4b79-a008-d5281e83ccac,defense,U.S. Customs and Border Protection (CBP),75,45,1,male,female,1,black,latino,1,advertising practitioner,doctor,1,clergy,advertising practitioner,doctor,police officer,15:20.0
3S4AW7T80BISJBCJHLHG16NG3704L4,5d3eaacf-c891-49e7-8589-1fbd1b8ae468,debt,national debt,25,45,1,female,female,0,asian,asian,0,university professor,university professor,0,university professor,police officer,business executive,doctor,07:40.9
32SVAV9L3F9Q5W2BKGN7INFZV1OA32,c4f9744d-bdd5-45bd-9039-2e7b5943df84,debt,national debt,45,45,0,male,male,0,asian,asian,0,advertising practitioner,state governor,1,pharmacist,advertising practitioner,university professor,state governor,51:03.9
3TU5ZICBRD14T9FYLTFPZ42FFGYQ8Z,773c367a-4bc6-484f-9336-2324e798ecad,debt,national debt,25,45,1,male,female,1,black,asian,1,lawyer,business executive,1,business executive,pharmacist,lawyer,state governor,42:40.5
352YTHGROVDQXFTTQ02I9EU9MMR4HP,aba99c0b-8ec6-4108-8316-09de0121170b,health services,Children's Health Insurance Program (CHIP),45,45,0,male,male,0,asian,asian,0,engineer,university professor,1,engineer,police officer,university professor,advertising practitioner,36:22.5
3R6BYFZZP7CXHLQXFLGN34FUYQMFXV,be8de538-8c7b-4ab9-b213-521b79389d0c,education,school psychological services,75,45,1,female,female,0,white,black,1,union leader,clergy,1,business executive,clergy,union leader,engineer,38:00.0
33L7PJKHCGYHLP7Q2X9K49D2YQLT89,0ac3c064-a913-4160-a454-75d77ca07a1d,debt,national debt,75,45,1,female,female,0,white,white,0,insurance salesperson,congress member,1,congress member,insurance salesperson,lawyer,engineer,16:51.1
31IBVUNM9SZ5DWL2F6F5FJI9JB5VFS,bd6ed37e-796b-4364-bd25-c905ff520404,debt,national debt,45,25,1,male,female,1,white,asian,1,pharmacist,business executive,1,journalist,business executive,congress member,pharmacist,54:54.9
3WS1NTTKEYCPKVKMC9RGUQSJNIYF0U,f46b7671-eaeb-41be-a9ed-d8637f6a050f,defense,U.S. army,25,75,1,male,male,0,latino,white,1,business executive,congress member,1,congress member,doctor,clergy,business executive,33:44.2
3R8YZBNQ9HI0TVAFBONJL46K4WU7QV,09417bd3-71ff-4788-842b-1e612e859451,health services,Affordable Care Act,25,45,1,female,female,0,white,latino,1,journalist,stockbroker,1,journalist,state governor,stockbroker,doctor,53:30.1
39GAF6DQWR0ENHRU870KQHEFI1J1VU,9baf4ced-1362-4460-900c-7764f318a64d,public assistance,school meals,25,25,0,male,male,0,asian,asian,0,lawyer,lawyer,0,union leader,lawyer,engineer,advertising practitioner,39:53.2
3ON104KXQKW8U5OILZOIAH4W12Z4W4,6822a45d-77f8-4a94-a5bc-80847d92e34d,public assistance,surviving children and spouses of deceased workers,45,45,0,male,male,0,black,black,0,police officer,police officer,0,clergy,business executive,engineer,police officer,06:37.2
3JC6VJ2SABJTJBPFYZB0XKDJ72SA5D,a01a463c-5599-465b-89e9-30e8f3f6f551,health services,public employees health insurance,25,45,1,female,male,1,black,white,1,journalist,journalist,0,state governor,journalist,pharmacist,insurance salesperson,55:31.2
3JC6VJ2SABJTJBPFYZB0XKDJ72SA5D,ddd0eba1-4cf0-43ac-a61a-7a05e6f1a884,defense,U.S. Customs and Border Protection (CBP),75,25,1,female,male,1,white,black,1,union leader,lawyer,1,lawyer,doctor,union leader,business executive,00:06.2
3H8DHMCCW9BUZ1DUPW68PA47RHIDKB,9013c7ef-b569-4201-a0cc-febf1e80fe47,defense,U.S. army,75,45,1,female,male,1,white,white,0,union leader,lawyer,1,nurse,union leader,lawyer,stockbroker,34:22.7
3E47SOBEYQWTOEHSPXQLSO7CCRBCIJ,5465bccd-e45f-4f0c-8bf2-ad1e7ae77133,scientific and medical research,artificial intelligence research,25,25,0,male,male,0,white,asian,1,advertising practitioner,advertising practitioner,0,lawyer,union leader,advertising practitioner,doctor,33:21.6
3E7TUJ2EGCMAI5U3LZFJZ1QRFAF9DV,91f4609d-5846-4423-8081-5011147287aa,health services,veterans' medical care,25,75,1,male,male,0,asian,white,1,clergy,clergy,0,business executive,clergy,pharmacist,state governor,13:15.4
3U4J9857OEBDPP8QS6QTQFBLHZFB7E,5f66111d-4273-4640-a7ed-4a983be49781,debt,national debt,45,75,1,male,male,0,latino,latino,0,lawyer,business executive,1,lawyer,union leader,business executive,engineer,17:28.7
3YWRV122CSZWL2MF22ZU95Z4I0E8UU,12d13454-5cf4-4bee-a8ae-fd949fe5700e,health services,Medicaid,25,25,0,male,male,0,white,asian,1,university professor,university professor,0,engineer,university professor,business executive,union leader,27:51.7
3GLB5JMZFXVPXFHBZ5LTRICEKJWDG5,188794e5-4330-42d8-957d-a4ce56a012d0,education,school teacher's pay,25,25,0,female,female,0,asian,white,1,lawyer,union leader,1,insurance salesperson,lawyer,union leader,nurse,24:46.4
3WS1NTTKEYCPKVKMC9RGUQSJP090FS,5b2fd5d4-ce7d-44df-87f9-2e524f848080,health services,school health services,75,45,1,female,female,0,white,white,0,police officer,nurse,1,nurse,university professor,police officer,advertising practitioner,24:24.2
3NXNZ5RS1AXU1WTTUMCXZ9GVSQW973,8dd01e75-7998-44c1-ae82-6170705fe27f,environmental protections,wind turbine farms,25,45,1,male,male,0,black,white,1,insurance salesperson,union leader,1,union leader,pharmacist,clergy,insurance salesperson,17:11.3
31N2WW6R9RQL1NJJVW9ZWOQQQRXF3Y,23df1a84-9d0c-4aba-87ce-d3546d76d225,scientific and medical research,public health research,75,75,0,male,male,0,black,black,0,advertising practitioner,advertising practitioner,0,engineer,advertising practitioner,lawyer,congress member,35:32.0
3HRMW88U16QVQ5C3YWVTPGCSLKHM0I,be64c3bd-16eb-4bea-8923-3d93b0864a5b,environmental protections,solar panel farms,45,45,0,female,male,1,asian,black,1,nurse,business executive,1,lawyer,nurse,business executive,congress member,43:18.1
3WYGZ5XF3WF01QWCMM1XK9Q7Q2VSKL,5c987314-654f-4293-8ea1-1655fa2e805b,public assistance,retirement benefits,25,45,1,male,male,0,latino,latino,0,lawyer,lawyer,0,business executive,lawyer,doctor,police officer,45:37.6
3PB5A5BD0V69G6G18SI7RQ2IYN2G7I,f208d43e-0dc4-4eb7-8b7f-ef87fb615cd6,environmental protections,natutal disaster risk reduction,45,45,0,male,male,0,black,latino,1,nurse,state governor,1,insurance salesperson,nurse,state governor,lawyer,21:25.6
39U1BHVTDLRVKS1KQGEODS5RJ143TX,47ad445a-55e0-4dad-9171-c8ff54ade71b,environmental protections,air quality protection,75,45,1,female,female,0,latino,latino,0,engineer,engineer,0,engineer,stockbroker,state governor,university professor,30:49.1
3CP1TO84PT14E8UBLKILR2ULXJT526,7598c846-a679-4b7c-8e7b-978fd7ef941d,environmental protections,air quality protection,75,45,1,female,male,1,latino,black,1,doctor,doctor,0,union leader,insurance salesperson,doctor,university professor,28:02.5
3MD9PLUKKIEYA83TERNL8U4E7B5NZT,ca4e5b5e-8792-43da-8332-9527dec4d27f,health services,Children's Health Insurance Program (CHIP),45,45,0,female,female,0,black,black,0,journalist,journalist,0,journalist,advertising practitioner,police officer,doctor,59:59.5
3F0BG9B9MPN92X112Y4DYQ9M3LX7YG,ef39325d-eae4-4c29-ab0a-1dc20e7177a2,environmental protections,air quality protection,45,45,0,male,female,1,asian,asian,0,nurse,congress member,1,stockbroker,lawyer,congress member,nurse,44:11.0
37M28K1J0QD1QA40N1FUYUWORR9AJZ,0e89e145-97bd-4a23-99fb-99c643b84375,environmental protections,parks construction and maintenance,45,45,0,female,female,0,latino,white,1,advertising practitioner,state governor,1,state governor,clergy,advertising practitioner,doctor,10:37.5
39PAAFCODM0FW133AQKUWNXA8F5TVE,dc708045-fb85-42da-bbc7-6b4a88233f47,debt,national debt,75,75,0,female,female,0,white,white,0,doctor,doctor,0,union leader,doctor,lawyer,business executive,13:47.1
39L1G8WVWQRUB8PBOXUE7MMWQ0F13N,ce1af2c1-fa75-4836-aded-bc1e5535509d,public assistance,food stamps,45,45,0,male,male,0,asian,asian,0,state governor,state governor,0,doctor,journalist,business executive,state governor,39:10.4
39L1G8WVWQRUB8PBOXUE7MMWQ0F13N,6d8b7a16-1fa7-4751-8b7b-638a68f4cc29,scientific and medical research,medical vaccine research,45,45,0,male,female,1,black,asian,1,doctor,doctor,0,business executive,doctor,journalist,congress member,40:28.2
3ZR9AIQJUB9FMFNXSSVX3MVS069409,28425b38-fdd2-4290-b5db-fbd211e8162b,public assistance,food stamps,45,45,0,male,female,1,white,black,1,stockbroker,engineer,1,clergy,engineer,stockbroker,union leader,27:15.0
3KYQYYSHYV7DPSY9NOY1WRLGAPVDO3,e6bc9afa-c4a5-4cd5-8028-2a2eb6d614ff,debt,national debt,45,45,0,female,female,0,asian,asian,0,nurse,nurse,0,insurance salesperson,university professor,nurse,congress member,03:58.6
3L6L49WXW0XEHM9YPY19KHRJGUN45S,57010ec8-24e2-4291-96e0-70cefe572757,debt,national debt,25,45,1,male,male,0,white,white,0,stockbroker,pharmacist,1,police officer,journalist,stockbroker,pharmacist,26:08.9
3NS0A6KXC48S0GM7RNAQIAVH75KZGB,48e5e9de-abdd-48e3-9470-781cf856efd0,scientific and medical research,medical vaccine research,45,45,0,male,male,0,latino,white,1,police officer,business executive,1,police officer,clergy,business executive,pharmacist,09:36.4
3C44YUNSI1PVASAA2OBGLRQ6LAUPDW,1871b7ff-b8ea-420a-94d0-2bc6b31a654a,public assistance,school meals,75,25,1,male,female,1,black,white,1,business executive,state governor,1,lawyer,state governor,business executive,pharmacist,35:01.6
34S6N1K2ZVJMVN0EWS1ZVVWK8BKLH3,7fdf7300-a93a-43d8-bfa3-360f19b8ff86,environmental protections,wind turbine farms,75,75,0,female,female,0,asian,asian,0,police officer,doctor,1,doctor,clergy,stockbroker,police officer,07:34.8
3NVC2EB65QZR1E0E0M1NL9X6WY4Y3N,88c72935-1705-40b5-9fe0-73fd70989304,defense,U.S. navy,25,45,1,female,male,1,asian,white,1,insurance salesperson,insurance salesperson,0,nurse,clergy,insurance salesperson,police officer,51:58.8
3NVC2EB65QZR1E0E0M1NL9X6WY4Y3N,447d9969-41d8-45b5-b3b9-a11b2f96cc84,defense,U.S. Customs and Border Protection (CBP),75,45,1,female,male,1,white,white,0,clergy,congress member,1,congress member,nurse,business executive,clergy,55:05.9
37WLF8U1WPQVESYFF9YUJ4UFAKNK6W,1b33c9ed-01c5-47e6-8f80-dc4859188d16,education,school computers,25,25,0,female,male,1,asian,white,1,journalist,pharmacist,1,journalist,stockbroker,pharmacist,state governor,11:01.1
39LNWE0K4UWPA8YSBOBLMUTIJW2UI5,e9ec5911-096c-4d6a-b331-57118ff3e2be,public assistance,retirement benefits,75,75,0,male,male,0,white,white,0,insurance salesperson,insurance salesperson,0,clergy,state governor,nurse,insurance salesperson,15:54.8
3K5TEWLKGVBPNNNSGELQIGV1YUBVIE,71838351-640b-42b2-9300-91ab361ef67e,defense,U.S. navy,25,25,0,female,female,0,white,white,0,pharmacist,pharmacist,0,university professor,police officer,pharmacist,stockbroker,58:49.6
3WRFBPLXRAOXPFW0TKSC4TZZUJLN3J,a93b89da-82b4-4f7d-9e57-ec25bd0266d9,debt,national debt,75,45,1,female,female,0,asian,white,1,clergy,stockbroker,1,clergy,stockbroker,pharmacist,police officer,05:05.9
3YDTZAI2WXGFT48FOBZXHRE23GQ41L,ad8acae5-aa16-4312-98f8-c973f9331fd2,education,school text books,25,25,0,female,female,0,black,white,1,clergy,clergy,0,police officer,engineer,stockbroker,clergy,30:54.1
3F0BG9B9MPN92X112Y4DYQ9M206Y79,9e78d4b4-a84b-4651-8868-c077ef4fc022,environmental protections,solar panel farms,25,45,1,male,male,0,asian,asian,0,nurse,advertising practitioner,1,nurse,clergy,police officer,advertising practitioner,51:48.7
32AT8R96GL9E4M1OG05ZQWZ5UUMSUF,aacbbf59-f5c6-4f01-b139-5a2fdaeab219,environmental protections,animal habitat protection,75,75,0,female,male,1,latino,white,1,journalist,journalist,0,advertising practitioner,doctor,union leader,journalist,57:23.0
3VD82FOHKQO3K0SVNS3QCL3YQ5BOC3,6c6b4ebf-2586-4ecc-8082-1a9d481da3e9,debt,national debt,45,25,1,male,female,1,white,latino,1,engineer,advertising practitioner,1,university professor,engineer,advertising practitioner,police officer,30:39.0
3P1L2B7AD1PWN4M105WPF4TLKEJLOA,0d738bc8-b5d0-403c-9f74-f69d38d31a82,public assistance,surviving children and spouses of deceased workers,75,75,0,female,female,0,white,white,0,nurse,state governor,1,university professor,nurse,advertising practitioner,state governor,57:27.7
3P1L2B7AD1PWN4M105WPF4TLKEJLOA,16a106f5-52b0-43d3-8e44-f0efa7365845,public assistance,commissions for persons with disabilities,25,25,0,male,male,0,latino,latino,0,nurse,nurse,0,nurse,university professor,state governor,stockbroker,00:35.1
3LRKMWOKB5H2LME0S8P1G61GYJO2ZZ,85416271-6e84-4002-9f02-36b3e7baca25,health services,Affordable Care Act,75,45,1,male,female,1,latino,black,1,police officer,insurance salesperson,1,insurance salesperson,clergy,nurse,police officer,24:38.6
3VAR3R6G1P118X2I6GNLAZ7FYDLO8O,96ebeeb6-a5c1-48ba-99aa-f63c4b362f27,scientific and medical research,medical vaccine research,75,45,1,female,female,0,latino,asian,1,state governor,nurse,1,advertising practitioner,state governor,nurse,lawyer,56:29.2
35DR22AR5DK219A4VQFL2VQXW313X1,27ce49fc-e6b6-4f41-a2e5-e5e3c8a784d6,debt,national debt,45,45,0,female,female,0,asian,asian,0,pharmacist,business executive,1,congress member,pharmacist,business executive,university professor,20:17.7
34MAJL3QP4NB37MUBFDG5KTZ11S433,6ff61a68-8e0b-45cf-9b57-0be94843047b,defense,defense intelligence,45,45,0,female,male,1,latino,white,1,state governor,state governor,0,state governor,insurance salesperson,pharmacist,clergy,00:13.0
36AHBNMV1RCPJ62BTB7ZYIJIPUXDY8,039d83f5-36ef-4b19-afd1-0fd46263f785,education,school tuition support,45,45,0,female,male,1,black,latino,1,insurance salesperson,insurance salesperson,0,pharmacist,university professor,union leader,insurance salesperson,41:29.1
3RU7GD8VPOT1CHTSZE65GQC6MCXSPK,515eb20c-def4-4c87-8139-65f57296a9cf,health services,school health services,75,45,1,male,female,1,asian,black,1,lawyer,doctor,1,union leader,business executive,lawyer,doctor,57:04.9
39KFRKBFINVGN3T0JKLF9CVHTUFOYZ,759ce6ad-1b9f-426c-97c2-39a0d2358038,defense,defense intelligence,45,45,0,male,male,0,latino,latino,0,nurse,nurse,0,stockbroker,lawyer,nurse,police officer,19:27.0
34V1S5K3GS1BXWFOBC75TVGZYOS963,6a6c02e9-181c-429a-a5d3-1a15645043c1,debt,national debt,75,45,1,female,female,0,black,black,0,state governor,lawyer,1,state governor,lawyer,nurse,stockbroker,19:09.6
34QN5IT0TZRG5GAZ4VLAKYBX2SH08O,209dd0de-689d-4472-891d-d73bd4bab14f,scientific and medical research,medical vaccine research,45,45,0,female,female,0,latino,white,1,lawyer,pharmacist,1,pharmacist,lawyer,union leader,advertising practitioner,52:04.9
3LEIZ60CDJZDL6ZZDH4GQT9U44XZ9H,cbacd30f-eec9-46e3-a383-a6e60c6cf146,health services,school health services,45,45,0,male,male,0,asian,asian,0,stockbroker,journalist,1,doctor,police officer,journalist,stockbroker,00:51.5
